"Resistance.gene","Identity","Alignment.Length.Gene.Length","Coverage","Position.in.reference","Contig","Position.in.contig","Phenotype","Accession.no.","Sample"
"blaCTX-M-32",100,"876/876",100,"1..876","JBICGN010000054.1 Escherichia coli strain 41143 contig00054, whole genome shotgun sequence","1406..2281","Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","AJ557142","GCA_045954895.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICGN010000033.1 Escherichia coli strain 41143 contig00033, whole genome shotgun sequence","27531..29156","Colistin","KP347127","GCA_045954895.1"
"mph(A)",100,"906/906",100,"1..906","JBICGN010000050.1 Escherichia coli strain 41143 contig00050, whole genome shotgun sequence","6709..7614","Erythromycin, Azithromycin, Spiramycin, Telithromycin","D16251","GCA_045954895.1"
"FloR",99.84,"1215/1215",100,"1..1215","JBICGN010000046.1 Escherichia coli strain 41143 contig00046, whole genome shotgun sequence","5696..6910","Chloramphenicol,Florfenicol","CP136914","GCA_045954895.1"
"cmlA1",99.92,"1260/1260",100,"1..1260","JBICGN010000065.1 Escherichia coli strain 41143 contig00065, whole genome shotgun sequence","1560..2819","Chloramphenicol","M64556","GCA_045954895.1"
"catA1",99.85,"660/660",100,"1..660","JBICGN010000067.1 Escherichia coli strain 41143 contig00067, whole genome shotgun sequence","333..992","Chloramphenicol","V00622","GCA_045954895.1"
"sul1",100,"840/840",100,"1..840","JBICGN010000050.1 Escherichia coli strain 41143 contig00050, whole genome shotgun sequence","559..1398","Sulfamethoxazole","U12338","GCA_045954895.1"
"sul3",100,"792/792",100,"1..792","JBICGN010000066.1 Escherichia coli strain 41143 contig00066, whole genome shotgun sequence","2130..2921","Sulfamethoxazole","AJ459418","GCA_045954895.1"
"tet(A)",99.92,"1200/1200",100,"1..1200","JBICGN010000061.1 Escherichia coli strain 41143 contig00061, whole genome shotgun sequence","1165..2364","Doxycycline, Tetracycline","AJ517790","GCA_045954895.1"
"tet(M)",96.15,"1920/1920",100,"1..1920","JBICGN010000063.1 Escherichia coli strain 41143 contig00063, whole genome shotgun sequence","956..2875","Doxycycline, Tetracycline, Minocycline","X04388","GCA_045954895.1"
"dfrA12",100,"498/498",100,"1..498","JBICGN010000071.1 Escherichia coli strain 41143 contig00071, whole genome shotgun sequence","654..1151","Trimethoprim","AM040708","GCA_045954895.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICGQ010000035.1 Escherichia coli strain 38272 contig00035, whole genome shotgun sequence","1296..2132","Streptomycin","M28829","GCA_045954955.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICGQ010000035.1 Escherichia coli strain 38272 contig00035, whole genome shotgun sequence","494..1296","Streptomycin","AF024602","GCA_045954955.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICGQ010000035.1 Escherichia coli strain 38272 contig00035, whole genome shotgun sequence","493..1296","Streptomycin","AF321551","GCA_045954955.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICGQ010000035.1 Escherichia coli strain 38272 contig00035, whole genome shotgun sequence","493..1296","Streptomycin","AF313472","GCA_045954955.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICGQ010000035.1 Escherichia coli strain 38272 contig00035, whole genome shotgun sequence","493..1296","Streptomycin","AF321550","GCA_045954955.1"
"aph(3')-IIa",100,"795/795",100,"1..795","JBICGQ010000041.1 Escherichia coli strain 38272 contig00041, whole genome shotgun sequence","14224..15018","Kanamycin, Neomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin","V00618","GCA_045954955.1"
"aadA1",100,"792/792",100,"1..792","JBICGQ010000057.1 Escherichia coli strain 38272 contig00057, whole genome shotgun sequence","1668..2459","Spectinomycin, Streptomycin","JQ414041","GCA_045954955.1"
"aadA2b",99.87,"780/780",100,"1..780","JBICGQ010000079.1 Escherichia coli strain 38272 contig00079, whole genome shotgun sequence","5..784","Spectinomycin, Streptomycin","D43625","GCA_045954955.1"
"blaCTX-M-15",100,"876/876",100,"1..876","JBICGQ010000056.1 Escherichia coli strain 38272 contig00056, whole genome shotgun sequence","1816..2691","Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","AY044436","GCA_045954955.1"
"blaTEM-1B",100,"861/861",100,"1..861","JBICGQ010000062.1 Escherichia coli strain 38272 contig00062, whole genome shotgun sequence","148..1008","Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin","AY458016","GCA_045954955.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICGQ010000044.1 Escherichia coli strain 38272 contig00044, whole genome shotgun sequence","3554..5179","Colistin","KP347127","GCA_045954955.1"
"FloR",99.84,"1215/1215",100,"1..1215","JBICGQ010000043.1 Escherichia coli strain 38272 contig00043, whole genome shotgun sequence","4485..5699","Chloramphenicol,Florfenicol","CP136914","GCA_045954955.1"
"cmlA1",99.92,"1260/1260",100,"1..1260","JBICGQ010000057.1 Escherichia coli strain 38272 contig00057, whole genome shotgun sequence","316..1575","Chloramphenicol","M64556","GCA_045954955.1"
"sul1",100,"840/840",100,"1..840","JBICGQ010000053.1 Escherichia coli strain 38272 contig00053, whole genome shotgun sequence","2137..2976","Sulfamethoxazole","U12338","GCA_045954955.1"
"sul3",100,"792/792",100,"1..792","JBICGQ010000059.1 Escherichia coli strain 38272 contig00059, whole genome shotgun sequence","186..977","Sulfamethoxazole","AJ459418","GCA_045954955.1"
"tet(A)",100,"1275/1275",100,"1..1275","JBICGQ010000043.1 Escherichia coli strain 38272 contig00043, whole genome shotgun sequence","6299..7573","Doxycycline, Tetracycline","AF534183","GCA_045954955.1"
"tet(M)",96.15,"1920/1920",100,"1..1920","JBICGQ010000054.1 Escherichia coli strain 38272 contig00054, whole genome shotgun sequence","432..2351","Doxycycline, Tetracycline, Minocycline","X04388","GCA_045954955.1"
"dfrA12",100,"498/498",100,"1..498","JBICGQ010000073.1 Escherichia coli strain 38272 contig00073, whole genome shotgun sequence","217..714","Trimethoprim","AM040708","GCA_045954955.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICGR010000120.1 Escherichia coli strain 38148 contig00120, whole genome shotgun sequence","836..1672","Streptomycin","M28829","GCA_045954975.1"
"aph(3'')-Ib",100,"803/804",99.8756218905473,"2..804","JBICGR010000120.1 Escherichia coli strain 38148 contig00120, whole genome shotgun sequence","34..836","Streptomycin","AF024602","GCA_045954975.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICGR010000120.1 Escherichia coli strain 38148 contig00120, whole genome shotgun sequence","33..836","Streptomycin","AF321551","GCA_045954975.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICGR010000120.1 Escherichia coli strain 38148 contig00120, whole genome shotgun sequence","33..836","Streptomycin","AF313472","GCA_045954975.1"
"aph(3'')-Ib",99.88,"804/804",100,"1..804","JBICGR010000120.1 Escherichia coli strain 38148 contig00120, whole genome shotgun sequence","33..836","Streptomycin","AF321550","GCA_045954975.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICGR010000131.1 Escherichia coli strain 38148 contig00131, whole genome shotgun sequence","197..1012","Unknown Aminoglycoside, Kanamycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Kanamycin, Neomycin","V00359","GCA_045954975.1"
"blaCTX-M-1",100,"876/876",100,"1..876","JBICGR010000098.1 Escherichia coli strain 38148 contig00098, whole genome shotgun sequence","192..1067","Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","DQ915955","GCA_045954975.1"
"blaTEM-1B",100,"861/861",100,"1..861","JBICGR010000112.1 Escherichia coli strain 38148 contig00112, whole genome shotgun sequence","632..1492","Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin","AY458016","GCA_045954975.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICGR010000083.1 Escherichia coli strain 38148 contig00083, whole genome shotgun sequence","3550..5175","Colistin","KP347127","GCA_045954975.1"
"sul2",100,"816/816",100,"1..816","JBICGR010000104.1 Escherichia coli strain 38148 contig00104, whole genome shotgun sequence","1973..2788","Sulfamethoxazole","HQ840942","GCA_045954975.1"
"tet(A)",100,"1200/1200",100,"1..1200","JBICGR010000020.1 Escherichia coli strain 38148 contig00020, whole genome shotgun sequence","81289..82488","Doxycycline, Tetracycline","AJ517790","GCA_045954975.1"
"tet(M)",96.15,"1920/1920",100,"1..1920","JBICGR010000078.1 Escherichia coli strain 38148 contig00078, whole genome shotgun sequence","956..2875","Doxycycline, Tetracycline, Minocycline","X04388","GCA_045954975.1"
"ant(2'')-Ia",100,"534/534",100,"1..534","JBICGO010000074.1 Escherichia coli strain 39942 contig00074, whole genome shotgun sequence","2827..3360","Gentamicin, Tobramycin","X04555","GCA_045954995.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICGO010000090.1 Escherichia coli strain 39942 contig00090, whole genome shotgun sequence","119..955","Streptomycin","M28829","GCA_045954995.1"
"aph(3'')-Ib",100,"804/804",100,"1..804","JBICGO010000090.1 Escherichia coli strain 39942 contig00090, whole genome shotgun sequence","955..1758","Streptomycin","AF321551","GCA_045954995.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICGO010000101.1 Escherichia coli strain 39942 contig00101, whole genome shotgun sequence","264..1079","Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Kanamycin, Kanamycin, Neomycin, Unknown Aminoglycoside","V00359","GCA_045954995.1"
"aadA1",100,"683/789",86.5652724968314,"1..683","JBICGO010000117.1 Escherichia coli strain 39942 contig00117, whole genome shotgun sequence","1..683","Spectinomycin, Streptomycin","JQ480156","GCA_045954995.1"
"aadA1",100,"683/792",86.2373737373737,"1..683","JBICGO010000117.1 Escherichia coli strain 39942 contig00117, whole genome shotgun sequence","1..683","Spectinomycin, Streptomycin","JQ414041","GCA_045954995.1"
"blaCTX-M-14",100,"876/876",100,"1..876","JBICGO010000034.1 Escherichia coli strain 39942 contig00034, whole genome shotgun sequence","36269..37144","Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","AF252622","GCA_045954995.1"
"blaTEM-1B",100,"861/861",100,"1..861","JBICGO010000097.1 Escherichia coli strain 39942 contig00097, whole genome shotgun sequence","148..1008","Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin","AY458016","GCA_045954995.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICGO010000041.1 Escherichia coli strain 39942 contig00041, whole genome shotgun sequence","27589..29214","Colistin","KP347127","GCA_045954995.1"
"FloR",99.92,"1215/1215",100,"1..1215","JBICGO010000076.1 Escherichia coli strain 39942 contig00076, whole genome shotgun sequence","1018..2232","Chloramphenicol,Florfenicol","CP136914","GCA_045954995.1"
"catA1",99.85,"660/660",100,"1..660","JBICGO010000092.1 Escherichia coli strain 39942 contig00092, whole genome shotgun sequence","722..1381","Chloramphenicol","V00622","GCA_045954995.1"
"sul1",100,"840/840",100,"1..840","JBICGO010000062.1 Escherichia coli strain 39942 contig00062, whole genome shotgun sequence","2105..2944","Sulfamethoxazole","U12338","GCA_045954995.1"
"sul2",100,"791/816",96.9362745098039,"1..791","JBICGO010000105.1 Escherichia coli strain 39942 contig00105, whole genome shotgun sequence","303..1093","Sulfamethoxazole","AB366440","GCA_045954995.1"
"sul2",100,"791/816",96.9362745098039,"1..791","JBICGO010000105.1 Escherichia coli strain 39942 contig00105, whole genome shotgun sequence","303..1093","Sulfamethoxazole","FN995456","GCA_045954995.1"
"sul2",100,"791/816",96.9362745098039,"1..791","JBICGO010000105.1 Escherichia coli strain 39942 contig00105, whole genome shotgun sequence","303..1093","Sulfamethoxazole","HQ840942","GCA_045954995.1"
"tet(B)",100,"1206/1206",100,"1..1206","JBICGO010000004.1 Escherichia coli strain 39942 contig00004, whole genome shotgun sequence","1481..2686","Doxycycline, Tetracycline, Minocycline","AF326777","GCA_045954995.1"
"tet(M)",95.8,"1927/1920",100,"1..1920","JBICGO010000054.1 Escherichia coli strain 39942 contig00054, whole genome shotgun sequence","957..2883","Doxycycline, Tetracycline, Minocycline","X04388","GCA_045954995.1"
"dfrA1",100,"474/474",100,"1..474","JBICGO010000008.1 Escherichia coli strain 39942 contig00008, whole genome shotgun sequence","778..1251","Trimethoprim","X00926","GCA_045954995.1"
"dfrA36",100,"588/588",100,"1..588","JBICGO010000081.1 Escherichia coli strain 39942 contig00081, whole genome shotgun sequence","513..1100","Trimethoprim","CP038791","GCA_045954995.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICGP010000075.1 Escherichia coli strain 38595 contig00075, whole genome shotgun sequence","581..1417","Streptomycin","M28829","GCA_045955035.1"
"aph(3'')-Ib",100,"471/804",58.5820895522388,"334..804","JBICGP010000075.1 Escherichia coli strain 38595 contig00075, whole genome shotgun sequence","111..581","Streptomycin","AF321551","GCA_045955035.1"
"aph(3'')-Ib",100,"338/804",42.0398009950249,"1..338","JBICGP010000075.1 Escherichia coli strain 38595 contig00075, whole genome shotgun sequence","5978..6315","Streptomycin","AF321551","GCA_045955035.1"
"aac(3)-IId",99.88,"861/861",100,"1..861","JBICGP010000077.1 Escherichia coli strain 38595 contig00077, whole genome shotgun sequence","2227..3087","Apramycin, Gentamicin, Tobramycin, Dibekacin, Netilmicin, Sisomicin","EU022314","GCA_045955035.1"
"aadA1",99.75,"792/792",100,"1..792","JBICGP010000086.1 Escherichia coli strain 38595 contig00086, whole genome shotgun sequence","2923..3714","Spectinomycin, Streptomycin","JX185132","GCA_045955035.1"
"aadA1",99.75,"792/792",100,"1..792","JBICGP010000086.1 Escherichia coli strain 38595 contig00086, whole genome shotgun sequence","2923..3714","Spectinomycin, Streptomycin","JQ414041","GCA_045955035.1"
"aadA5",100,"789/789",100,"1..789","JBICGP010000101.1 Escherichia coli strain 38595 contig00101, whole genome shotgun sequence","734..1522","Spectinomycin, Streptomycin","AF137361","GCA_045955035.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICGP010000115.1 Escherichia coli strain 38595 contig00115, whole genome shotgun sequence","203..1018","Kanamycin, Neomycin, Unknown Aminoglycoside, Kanamycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin","X62115","GCA_045955035.1"
"blaCTX-M-14",100,"876/876",100,"1..876","JBICGP010000019.1 Escherichia coli strain 38595 contig00019, whole genome shotgun sequence","34277..35152","Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin","AF252622","GCA_045955035.1"
"blaTEM-1A",100,"861/861",100,"1..861","JBICGP010000118.1 Escherichia coli strain 38595 contig00118, whole genome shotgun sequence","148..1008","Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin","HM749966","GCA_045955035.1"
"mcr-1.1",100,"1626/1626",100,"1..1626","JBICGP010000040.1 Escherichia coli strain 38595 contig00040, whole genome shotgun sequence","31311..32936","Colistin","KP347127","GCA_045955035.1"
"mph(B)",100,"909/909",100,"1..909","JBICGP010000062.1 Escherichia coli strain 38595 contig00062, whole genome shotgun sequence","7538..8446","Erythromycin, Spiramycin, Telithromycin","D85892","GCA_045955035.1"
"mph(A)",100,"906/906",100,"1..906","JBICGP010000081.1 Escherichia coli strain 38595 contig00081, whole genome shotgun sequence","178..1083","Erythromycin, Azithromycin, Spiramycin, Telithromycin","D16251","GCA_045955035.1"
"FloR",99.84,"1215/1215",100,"1..1215","JBICGP010000092.1 Escherichia coli strain 38595 contig00092, whole genome shotgun sequence","1008..2222","Chloramphenicol,Florfenicol","CP136914","GCA_045955035.1"
"sul2",100,"816/816",100,"1..816","JBICGP010000075.1 Escherichia coli strain 38595 contig00075, whole genome shotgun sequence","5102..5917","Sulfamethoxazole","AY034138","GCA_045955035.1"
"sul1",100,"840/840",100,"1..840","JBICGP010000107.1 Escherichia coli strain 38595 contig00107, whole genome shotgun sequence","453..1292","Sulfamethoxazole","U12338","GCA_045955035.1"
"tet(A)",100,"1200/1200",100,"1..1200","JBICGP010000083.1 Escherichia coli strain 38595 contig00083, whole genome shotgun sequence","2107..3306","Doxycycline, Tetracycline","AJ517790","GCA_045955035.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICGP010000086.1 Escherichia coli strain 38595 contig00086, whole genome shotgun sequence","2357..2830","Trimethoprim","AF203818","GCA_045955035.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICGP010000086.1 Escherichia coli strain 38595 contig00086, whole genome shotgun sequence","2357..2830","Trimethoprim","AJ238350","GCA_045955035.1"
"dfrA1",99.79,"474/474",100,"1..474","JBICGP010000086.1 Escherichia coli strain 38595 contig00086, whole genome shotgun sequence","2357..2830","Trimethoprim","X00926","GCA_045955035.1"
"dfrA17",100,"474/474",100,"1..474","JBICGP010000101.1 Escherichia coli strain 38595 contig00101, whole genome shotgun sequence","130..603","Trimethoprim","FJ460238","GCA_045955035.1"
"aadA1",100,"781/792",98.6111111111111,"12..792","JBICGS010000079.1 Escherichia coli strain 37914 contig00079, whole genome shotgun sequence","1..781","Spectinomycin, Streptomycin","JX185132","GCA_045955095.1"
"aph(6)-Id",100,"837/837",100,"1..837","JBICGS010000117.1 Escherichia coli strain 37914 contig00117, whole genome shotgun sequence","836..1672","Streptomycin","M28829","GCA_045955095.1"
"aph(3'')-Ib",100,"804/804",100,"1..804","JBICGS010000117.1 Escherichia coli strain 37914 contig00117, whole genome shotgun sequence","33..836","Streptomycin","AF321551","GCA_045955095.1"
"aph(3')-Ia",100,"816/816",100,"1..816","JBICGS010000124.1 Escherichia coli strain 37914 contig00124, whole genome shotgun sequence","248..1063","Kanamycin, Kanamycin, Neomycin, Unknown Aminoglycoside, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin","V00359","GCA_045955095.1"
